OrderID,CustomerID,OrderDate,TotalAmount
883,825,2024-09-28,298.39
884,270,2024-12-22,4247.52
885,432,2024-09-15,2567.77
886,387,2024-04-30,3776.11
887,180,2025-02-11,2265.27
888,306,2024-07-18,2093.4
889,606,2024-05-02,1892.96
890,318,2024-12-06,4150.75
891,989,2024-08-18,1334.29
892,594,2024-10-23,3838.55
893,908,2024-10-29,4525.25
894,65,2024-07-31,4764.15
895,772,2024-03-15,494.27
896,26,2024-10-11,898.15
897,370,2024-04-16,1017.19
898,576,2024-09-11,1350.88
899,372,2024-12-12,4649.58
900,411,2024-05-30,366.13
901,320,2024-11-05,1450.64
902,784,2024-03-29,2356.88
903,277,2024-11-17,236.86
904,268,2024-04-15,2772.77
905,363,2024-12-01,416.05
906,217,2024-07-14,612.19
907,568,2024-09-27,2777.95
908,428,2024-05-23,820.85
909,868,2024-06-30,4528.89
910,476,2024-08-17,4456.64
911,801,2024-03-03,1803.68
912,573,2024-12-27,1066.61
913,784,2024-07-22,4696.9
914,814,2024-04-02,1731.17
915,986,2025-02-03,4033.31
916,266,2024-07-16,537.14
917,873,2024-09-11,1342.02
918,921,2024-12-08,910.82
919,293,2024-04-07,2266.53
920,216,2024-04-08,2424.28
921,651,2024-09-14,4836.05
922,876,2024-09-18,1254.6
923,876,2025-02-03,3151.79
924,531,2024-05-19,825.2
925,928,2024-04-22,1963.1
926,848,2024-12-06,2889.62
927,422,2024-03-16,919.19
928,567,2024-03-27,2563.31
929,554,2024-05-15,2489.49
930,673,2024-06-06,879.05
931,440,2025-03-01,1092.17
932,286,2024-08-31,2279.78
933,692,2024-03-09,1027.38
934,908,2025-02-21,4792.34
935,371,2024-08-19,2523.13
936,558,2025-02-20,4504.74
937,426,2024-07-11,3752.69
938,56,2025-01-31,3877.83
939,164,2024-07-07,1381.38
940,874,2024-10-21,2931.84
941,91,2024-10-29,2288.97
942,37,2025-01-16,1913.7
943,269,2025-01-02,4411.99
944,316,2024-12-29,3188.39
945,372,2024-11-28,2822.76
946,810,2024-06-24,1210.1
947,494,2024-06-05,4861.61
948,512,2024-12-12,4724.12
949,908,2024-07-01,4360.23
950,809,2025-02-10,685.95
951,218,2024-11-15,1340.25
952,846,2024-05-17,4707.96
953,271,2024-05-23,1100.92
954,436,2024-06-27,1983.07
955,381,2024-09-20,4071.01
956,693,2024-11-16,2863.78
957,54,2025-01-28,2255.5
958,115,2024-07-28,4168.22
959,104,2024-06-28,1554.03
960,509,2024-04-28,3046.26
961,895,2025-02-20,2038.66
962,983,2025-01-17,169.63
963,58,2024-09-03,2379.18
964,362,2025-02-24,2032.38
965,522,2025-01-26,4948.2
966,364,2024-07-26,3048.87
967,399,2024-07-24,2220.55
968,577,2024-06-04,4895.31
969,558,2024-12-22,2906.28
970,779,2024-03-09,898.47
971,216,2024-07-09,201.79
972,125,2025-01-19,4157.59
973,498,2024-10-28,1637.91
974,436,2024-09-20,2413.98
975,452,2024-04-10,2469.35
976,194,2024-06-18,416.01
977,754,2024-09-10,1906.81
978,728,2024-05-18,254.13
979,601,2024-11-23,3289.65
980,775,2024-09-19,3568.84
981,99,2024-09-15,2895.87
982,556,2025-01-30,1027.26
983,80,2025-02-01,2785.46
984,277,2024-07-04,4641.87
985,48,2024-11-14,4302.58
986,336,2024-07-22,2158.62
987,664,2024-08-28,2294.08
988,225,2025-02-15,2833.24
989,189,2024-08-11,931.72
990,794,2025-02-25,422.63
991,423,2024-10-15,4777.31
992,14,2024-05-12,316.54
993,410,2024-08-31,3632.14
994,843,2024-08-31,3380.55
995,50,2024-07-16,2621.3
996,633,2024-09-06,2963.91
997,370,2024-04-02,242.06
998,882,2025-01-04,458.94
999,523,2024-12-09,930.48
1000,674,2024-09-07,3988.64
1001,824,2025-01-01,1499.68
1002,204,2024-11-17,1283.65
1003,27,2024-06-19,3665.44
1004,140,2024-10-11,421.58
1005,902,2024-05-09,3665.89
1006,516,2024-03-05,593.03
1007,377,2024-11-03,1358.23
1008,999,2025-01-02,1247.11
1009,728,2024-12-12,905.28
1010,581,2025-01-03,2027.04
1011,404,2025-02-15,4956.64
1012,461,2024-05-13,4185.72
1013,967,2024-07-20,4823.53
1014,444,2024-12-23,3276.62
1015,104,2024-03-26,933.58
1016,209,2025-02-06,2847.4
1017,897,2024-07-22,241.8
1018,942,2024-06-22,4176.94
1019,64,2024-04-15,1393.74
1020,536,2024-06-23,4743.28
1021,589,2025-02-06,1755.34
1022,693,2025-01-11,3511.73
1023,141,2025-01-12,2794.27
1024,583,2024-09-20,2051.37
1025,477,2024-05-24,552.17
1026,529,2024-05-06,914.16
1027,802,2024-08-14,1213.3
1028,157,2024-04-11,1132.11
1029,308,2024-06-16,3012.09
1030,933,2024-09-24,126.06
1031,951,2024-07-28,4915.17
1032,459,2024-03-29,3175.83
1033,311,2024-08-30,1677.76
1034,440,2024-10-17,993.89
1035,279,2024-10-01,2952.46
1036,627,2025-01-15,2475.69
1037,542,2025-01-12,2673.08
1038,628,2025-01-28,2717.04
1039,676,2024-08-25,487.23
1040,770,2024-06-03,4817.03
1041,453,2024-06-04,4161.43
1042,229,2024-12-26,4722.8
1043,292,2024-06-13,329.89
1044,654,2024-05-29,3794.05
1045,279,2024-12-13,1500.29
1046,957,2024-07-21,4226.66
1047,56,2024-03-13,2012.12
1048,133,2025-02-19,4112.87
1049,385,2024-10-18,344.11
1050,512,2024-07-18,4375.59
1051,435,2025-02-13,951.77
1052,356,2024-09-21,1418.54
1053,318,2024-07-09,1054.56
1054,643,2024-08-10,2750.31
1055,578,2024-06-27,1165.8
1056,216,2025-02-18,582.18
1057,364,2025-01-17,1684.81
1058,546,2024-07-02,1693.91
1059,396,2024-08-24,1256.3
1060,655,2024-04-21,1665.4
1061,91,2024-10-30,2553.81
1062,120,2025-02-04,3937.73
1063,79,2024-10-27,2210.99
1064,728,2025-02-02,4694.99
1065,360,2024-07-16,3518.5
1066,574,2024-03-31,878.43
1067,754,2024-07-29,618.44
1068,267,2024-04-16,736.77
1069,571,2024-05-10,1140.8
1070,362,2025-01-28,352.67
1071,699,2024-10-30,2818.53
1072,987,2025-01-22,1766.38
1073,650,2024-03-17,1783.46
1074,950,2024-05-27,1146.49
1075,259,2025-01-08,3403.83
1076,639,2024-10-26,405.41
1077,306,2024-11-12,2757.18
1078,225,2024-07-15,4912.42
1079,741,2025-02-07,689.42
1080,210,2024-09-29,491.74
1081,999,2024-11-18,2501.81
1082,975,2024-10-21,1588.6
1083,513,2024-11-23,4781.48
1084,144,2024-09-02,2257.75
1085,560,2024-09-23,1695.52
1086,21,2024-12-25,4064.21
1087,549,2024-08-02,1936.03
1088,993,2024-10-20,4705.73
1089,855,2024-04-09,1582.14
1090,943,2024-11-08,4144.91
1091,164,2024-06-23,124.35
1092,245,2024-09-04,126.64
1093,360,2024-11-23,2420.92
1094,967,2024-11-30,4792.23
1095,596,2025-01-24,2249.56
1096,145,2024-08-01,473.97
1097,122,2024-08-04,3565.9
1098,697,2024-09-05,3974.49
1099,5,2025-02-09,953.74
1100,724,2024-06-30,555.09
1101,358,2024-12-31,1581.98
1102,246,2024-03-14,635.44
1103,913,2024-08-11,4999.79
1104,823,2025-01-29,746.02
1105,793,2024-09-10,1830.38
1106,53,2024-07-11,1688.68
1107,665,2024-07-18,1660.07
1108,504,2024-11-21,462.12
1109,234,2025-02-16,292.35
1110,424,2024-08-11,3715.11
1111,513,2024-12-27,4253.75
1112,577,2024-10-21,210.51
1113,165,2024-11-23,4564.82
1114,844,2024-09-21,4041.99
1115,43,2025-02-10,4120.49
1116,418,2024-10-11,4064.09
1117,931,2025-01-06,2083.74
1118,894,2024-12-08,2849.61
1119,94,2024-11-08,248.68
1120,329,2024-12-30,1841.2
1121,997,2024-04-23,3267.11
1122,259,2024-07-17,405.45
1123,645,2024-09-18,214.23
1124,922,2024-08-01,4345.29
1125,671,2025-02-24,1209.19
1126,723,2024-05-16,1110.27
1127,465,2024-04-26,2401.14
1128,574,2025-02-06,4852.2
1129,881,2025-01-26,1606.39
1130,115,2024-05-07,3431.04
1131,691,2024-11-21,1904.56
1132,684,2025-02-27,3468.98
1133,290,2024-07-09,4360.01
1134,30,2024-03-13,4446.74
1135,624,2024-12-05,2827.89
1136,467,2024-06-24,4945.24
1137,79,2025-02-04,2894.52
1138,173,2025-02-22,284.31
1139,929,2024-04-16,1604.59
1140,867,2025-02-28,3581.0
1141,828,2024-06-27,2304.37
1142,92,2024-06-16,1190.27
1143,917,2024-06-09,554.48
1144,507,2025-02-02,3213.06
1145,621,2024-04-19,2912.76
1146,1,2024-07-03,1580.46
1147,924,2024-10-29,983.23
1148,774,2024-09-10,2908.52
1149,814,2024-09-27,598.31
1150,831,2024-09-22,4597.53
1151,553,2024-12-03,1401.17
1152,850,2024-12-15,1657.54
1153,749,2024-03-08,1276.64
1154,241,2024-04-16,197.86
1155,553,2024-07-30,2900.93
1156,927,2025-02-09,4096.95
1157,802,2024-10-24,162.98
1158,767,2024-03-27,4340.87
1159,461,2025-01-21,834.01
1160,635,2024-06-25,3708.46
1161,375,2024-11-30,1473.21
1162,400,2024-05-23,987.45
1163,577,2024-12-31,1034.46
1164,667,2024-03-09,2831.13
1165,924,2024-08-08,3019.97
1166,613,2024-07-08,3655.89
1167,141,2024-08-10,651.63
1168,15,2025-01-06,3546.69
1169,747,2024-11-19,3757.62
1170,205,2024-11-30,357.11
1171,310,2024-04-19,4657.08
1172,140,2024-05-16,147.24
1173,607,2025-01-02,1812.41
1174,7,2024-12-28,1136.15
1175,652,2024-05-24,3971.77
1176,362,2024-12-11,1199.22
1177,69,2024-05-02,1649.2
1178,528,2025-02-13,2907.01
1179,53,2024-09-11,958.76
1180,504,2024-11-25,2312.34
1181,704,2025-01-11,4821.12
1182,113,2024-06-08,424.41
1183,725,2024-04-09,4005.1
1184,311,2024-07-05,3599.28
1185,719,2024-04-14,563.89
1186,916,2024-06-27,3437.59
1187,940,2024-04-25,3907.95
1188,1,2024-07-19,1961.44
1189,244,2024-06-22,1869.32
1190,30,2024-12-24,1926.79
1191,46,2024-09-19,1089.28
1192,279,2024-08-21,598.68
1193,134,2025-01-17,1268.91
1194,972,2024-08-30,1508.95
1195,827,2024-07-12,3076.25
1196,321,2024-08-11,1929.21
1197,826,2024-06-11,3473.57
1198,32,2024-07-23,3074.76
1199,153,2024-05-03,1409.85
1200,911,2024-10-12,1024.37
1201,14,2025-02-05,2912.7
1202,595,2024-10-25,4460.79
1203,634,2024-06-11,4350.2
1204,174,2024-10-10,3591.03
1205,44,2025-01-25,1287.98
1206,164,2024-09-14,1054.15
1207,403,2025-02-06,2180.01
1208,160,2024-09-05,4254.88
1209,257,2024-12-16,3147.86
1210,950,2024-08-16,3043.17
1211,329,2025-01-12,2847.15
1212,935,2024-07-26,3163.61
1213,905,2024-09-21,3871.49
1214,392,2024-10-08,3180.89
1215,948,2024-09-14,3390.81
1216,645,2024-03-14,3356.77
1217,999,2024-08-05,2156.55
1218,909,2024-05-01,906.38
1219,712,2024-10-01,1091.0
1220,504,2024-07-16,2672.7
1221,4,2024-06-18,1499.31
1222,332,2024-12-02,1549.36
1223,431,2025-01-27,3966.66
1224,620,2025-01-23,1713.71
1225,584,2024-12-08,821.12
1226,251,2025-01-17,1395.72
1227,463,2024-11-08,4358.03
1228,33,2025-01-28,4328.81
1229,881,2024-09-19,4349.28
1230,189,2024-07-11,3976.85
1231,879,2024-10-04,1102.1
1232,848,2024-10-14,1792.34
1233,656,2024-10-08,3271.02
1234,363,2025-03-01,4461.17
1235,26,2024-04-09,3985.03
1236,661,2024-03-07,316.02
1237,116,2024-09-16,2850.43
1238,523,2024-10-03,3379.74
1239,822,2025-01-31,3889.55
1240,568,2024-04-01,2085.95
1241,142,2024-10-16,292.78
1242,803,2025-01-16,1460.88
1243,770,2024-10-27,1163.13
1244,128,2024-08-26,4486.92
1245,734,2024-06-03,3875.58
1246,77,2025-01-08,3083.25
1247,903,2024-12-05,2752.57
1248,655,2024-07-22,3222.0
1249,735,2024-06-11,1513.35
1250,9,2024-05-28,4673.49
1251,33,2024-11-26,3449.32
1252,591,2024-06-24,2786.56
1253,268,2024-10-15,1743.48
1254,205,2024-04-11,3759.61
1255,434,2024-12-29,1668.9
1256,319,2024-06-19,215.43
1257,645,2024-07-27,2501.0
1258,396,2024-07-08,1400.08
1259,959,2024-12-15,1386.6
1260,899,2024-12-05,4832.85
1261,104,2024-08-25,245.43
1262,997,2024-11-02,2690.86
1263,830,2024-06-22,1137.07
1264,341,2024-05-21,2245.95
1265,173,2024-09-22,871.09
1266,480,2024-12-06,930.67
1267,225,2024-11-04,3602.68
1268,727,2024-10-24,3441.65
1269,233,2025-02-02,4284.61
1270,700,2024-11-04,197.79
1271,786,2025-02-07,420.2
1272,182,2024-09-11,3033.48
1273,506,2024-04-24,3890.64
1274,278,2024-05-05,2132.55
1275,298,2024-10-30,1611.32
1276,952,2025-02-21,3119.2
1277,352,2024-09-17,3866.65
1278,366,2024-03-15,2888.89
1279,928,2024-09-16,2204.45
1280,79,2024-11-10,1895.08
1281,89,2024-09-29,1641.3
1282,6,2024-05-09,455.58
1283,248,2024-09-15,1356.64
1284,144,2025-01-17,2612.76
1285,555,2024-08-09,1916.26
1286,464,2024-04-17,3888.82
1287,803,2024-04-28,3418.94
1288,589,2024-09-30,2694.65
1289,473,2024-06-15,4615.82
1290,150,2024-08-15,864.99
1291,951,2025-01-30,3843.63
1292,154,2024-10-30,2645.43
1293,347,2025-01-07,3624.11
1294,226,2024-11-24,4756.87
1295,641,2025-02-07,4095.29
1296,38,2024-06-09,1176.75
1297,519,2024-07-02,4983.82
1298,367,2024-03-06,1814.3
1299,805,2024-08-20,1699.66
1300,840,2024-07-02,4514.68
1301,305,2024-10-16,3944.74
1302,288,2024-04-01,2010.13
1303,14,2024-03-19,4041.58
1304,887,2024-07-13,2478.13
1305,755,2024-12-19,4358.57
1306,915,2024-12-13,2055.45
1307,58,2024-07-10,2752.19
1308,180,2024-07-21,1727.39
1309,643,2025-02-15,2842.97
1310,619,2025-01-11,107.92
1311,634,2024-07-25,1748.03
1312,501,2024-09-02,417.58
1313,511,2024-07-25,1588.07
1314,713,2024-09-14,119.97
1315,469,2024-07-22,3619.21
1316,761,2024-05-07,387.74
1317,675,2024-03-27,3576.61
1318,920,2024-12-27,745.59
1319,555,2024-03-08,3307.33
1320,128,2024-12-02,3598.06
1321,338,2024-03-23,1042.55
1322,173,2024-03-07,1250.69
1323,555,2024-03-28,4276.22
1324,364,2025-01-13,2220.83
1325,75,2025-01-04,1520.41
1326,607,2024-09-09,1268.51
1327,176,2024-04-10,1277.07
1328,526,2024-10-03,3957.53
1329,965,2024-10-14,2389.61
1330,88,2024-12-08,1860.23
1331,154,2024-05-25,2137.83
1332,50,2024-06-30,3197.6
1333,121,2024-05-20,2027.98
1334,143,2024-10-01,1608.73
1335,539,2024-11-19,2756.83
1336,235,2024-06-23,681.01
1337,740,2024-04-07,1532.41
1338,833,2024-07-21,4392.27
1339,341,2025-02-20,744.07
1340,689,2024-12-20,1168.38
1341,55,2024-06-05,450.83
1342,497,2025-01-15,2122.65
1343,627,2025-02-21,2878.61
1344,187,2024-03-21,601.06
1345,622,2024-12-23,2447.58
1346,728,2024-12-04,714.59
1347,461,2025-02-09,4911.92
1348,451,2024-06-27,660.36
1349,281,2024-09-26,3348.82
1350,499,2024-05-31,4176.61
1351,869,2024-10-29,2324.82
1352,953,2024-09-12,4292.36
1353,706,2024-09-25,1857.13
1354,872,2024-03-25,4576.5
1355,318,2024-12-14,2071.21
1356,592,2024-11-26,3387.26
1357,292,2024-03-08,2778.27
1358,850,2024-05-16,1372.26
1359,772,2025-02-15,4326.7
1360,3,2024-07-18,1934.08
1361,501,2024-09-16,4165.6
1362,379,2024-10-15,2428.76
1363,817,2024-03-22,834.77
1364,742,2025-01-25,2448.24
1365,547,2024-06-05,950.35
1366,120,2024-07-01,2989.94
1367,541,2024-11-05,3210.4
1368,270,2024-08-22,1086.58
1369,265,2024-10-06,4131.75
1370,752,2024-09-30,3810.8
1371,109,2024-06-04,3528.87
1372,494,2024-12-24,1737.6
1373,443,2024-07-22,1039.52
1374,227,2025-02-02,447.89
1375,337,2025-01-09,237.59
1376,161,2024-11-30,1130.87
1377,644,2024-10-17,1712.23
1378,402,2025-02-18,1077.91
1379,976,2024-11-14,519.18
1380,988,2024-11-23,672.48
1381,719,2024-07-04,2115.48
1382,258,2025-01-29,4073.5
1383,822,2024-09-22,3621.83
1384,17,2024-05-22,4089.02
1385,569,2024-11-13,4581.01
1386,320,2024-12-10,1686.01
1387,283,2025-01-23,3421.51
1388,813,2024-09-27,1873.89
1389,874,2024-06-28,4164.89
1390,942,2024-11-02,187.39
1391,554,2024-11-02,2687.78
1392,937,2025-01-04,3355.58
1393,867,2024-08-22,263.04
1394,419,2025-01-03,1855.76
1395,242,2024-12-11,1514.65
1396,440,2024-06-07,2236.74
1397,682,2024-09-28,1671.36
1398,882,2025-01-02,3298.73
1399,219,2024-03-15,4473.0
1400,102,2024-08-01,403.03
1401,103,2024-12-09,286.35
1402,444,2024-05-24,2716.39
1403,20,2024-08-23,272.0
1404,496,2024-10-03,4643.96
1405,238,2025-02-22,4678.15
1406,278,2025-02-05,4478.31
1407,308,2024-06-16,4720.28
1408,152,2024-04-11,4838.53
1409,558,2025-02-19,1358.64
1410,104,2024-08-16,2176.64
1411,619,2024-06-02,2506.95
1412,749,2025-01-27,4792.6
1413,315,2024-12-16,2767.14
1414,951,2024-07-23,1703.64
1415,270,2024-10-27,190.38
1416,318,2025-01-27,1390.56
1417,482,2024-09-15,3161.32
1418,81,2024-07-17,4987.23
1419,270,2024-08-23,2972.58
1420,292,2024-04-25,2795.38
1421,435,2025-01-06,861.13
1422,108,2024-09-19,4289.02
1423,926,2024-03-04,1214.82
1424,736,2024-04-08,2758.42
1425,196,2024-03-01,3770.59
1426,794,2024-06-03,1716.37
1427,947,2025-01-22,4512.47
1428,786,2024-08-20,2406.03
1429,81,2024-11-10,1451.08
1430,369,2024-12-30,703.28
1431,126,2024-06-07,3773.01
1432,409,2024-10-10,2073.85
1433,900,2024-07-07,3162.66
1434,423,2024-12-27,2658.64
1435,837,2024-08-20,3850.55
1436,831,2024-04-03,4624.26
1437,650,2024-05-01,2402.29
1438,154,2024-09-11,4251.48
1439,834,2024-08-07,540.06
1440,659,2024-03-06,3050.5
1441,332,2024-12-03,2525.39
1442,15,2024-03-12,2012.86
1443,822,2024-03-27,3591.78
1444,408,2024-05-21,2805.88
1445,532,2024-07-13,4513.59
1446,357,2024-09-27,1001.45
1447,690,2025-02-05,2504.43
1448,986,2024-08-22,3668.79
1449,356,2025-02-11,3943.47
1450,489,2024-06-05,3740.27
1451,35,2025-02-27,4137.16
1452,426,2025-01-08,4015.6
1453,552,2024-12-31,170.88
1454,214,2024-07-22,3536.31
1455,940,2025-02-07,1309.63
1456,728,2024-12-02,4746.76
1457,718,2025-02-22,4708.25
1458,910,2025-02-03,233.34
1459,115,2024-08-28,3969.8
1460,377,2024-07-04,3328.18
1461,85,2024-08-31,1264.58
1462,324,2024-04-03,3087.51
1463,768,2024-12-27,3065.78
1464,467,2025-01-09,4512.84
1465,875,2025-01-28,134.31
1466,60,2024-11-06,2226.88
1467,813,2024-09-05,2428.27
1468,887,2024-05-27,250.31
1469,155,2025-01-03,3364.62
1470,80,2024-06-04,2964.8
1471,159,2025-02-11,1552.21
1472,708,2024-11-07,4913.23
1473,638,2024-04-28,3946.64
1474,260,2025-02-24,958.82
1475,627,2024-06-07,4578.33
1476,791,2024-07-15,653.06
1477,500,2024-08-13,2306.28
1478,742,2024-04-15,1334.86
1479,25,2024-06-23,4954.44
1480,130,2024-10-22,1573.93
1481,352,2024-11-11,1291.0
1482,346,2024-06-04,693.13
1483,158,2024-07-06,696.64
1484,402,2024-10-25,1107.62
1485,410,2024-11-08,3485.18
1486,464,2024-05-13,662.65
1487,45,2024-03-27,1229.24
1488,864,2024-08-31,380.41
1489,962,2024-12-03,4550.44
1490,362,2024-09-05,1175.87
1491,664,2024-11-24,1700.62
1492,756,2024-11-29,1844.95
1493,712,2024-05-10,3761.87
1494,956,2024-07-20,1367.92
1495,802,2024-05-09,1312.07
1496,286,2024-08-30,3138.56
1497,474,2024-05-16,2570.2
1498,210,2024-11-06,4096.5
1499,864,2024-10-14,3177.08
1500,452,2024-12-28,2381.67
1501,837,2024-11-13,3023.08
1502,35,2024-06-11,4035.29
1503,963,2025-01-05,1601.61
1504,23,2024-09-20,4776.75
1505,967,2024-11-13,2749.83
1506,439,2025-02-02,139.76
1507,622,2024-03-31,4126.13
1508,572,2025-01-18,770.6
1509,433,2024-06-10,4206.58
1510,552,2024-08-28,4760.97
1511,937,2024-06-24,4596.34
1512,838,2024-11-02,1151.18
1513,554,2024-11-24,2811.51
1514,787,2024-12-14,2003.7
1515,971,2024-12-23,4054.38
1516,155,2024-06-15,1681.93
1517,271,2024-07-11,3703.1
1518,909,2024-08-19,114.29
1519,337,2024-09-08,3471.24
1520,960,2024-04-21,2126.41
1521,849,2024-05-06,1734.75
1522,368,2025-02-22,1604.7
1523,794,2024-07-04,3484.56
1524,818,2024-10-24,2581.66
1525,767,2024-05-20,702.5
1526,479,2025-02-17,455.4
1527,285,2024-05-07,4665.06
1528,923,2024-09-15,1869.8
1529,323,2024-10-26,4674.82
1530,451,2024-11-13,1315.61
1531,906,2025-01-31,3416.55
1532,934,2025-01-25,4466.05
1533,320,2024-04-19,4354.36
1534,720,2024-09-18,1826.38
1535,670,2024-08-05,4587.3
1536,36,2025-01-17,741.73
1537,915,2024-08-12,4804.82
1538,355,2024-10-23,4789.05
1539,587,2024-05-13,313.09
1540,209,2024-12-18,1554.11
1541,641,2024-05-09,747.44
1542,875,2024-12-09,650.34
1543,816,2024-12-08,4737.15
1544,643,2024-05-04,559.92
1545,581,2024-05-13,4399.7
1546,463,2025-02-14,2376.8
1547,456,2024-10-17,360.07
1548,969,2024-09-05,1737.25
1549,9,2025-02-25,1318.25
1550,512,2024-05-19,3592.2
1551,797,2024-08-18,3994.87
1552,7,2024-11-28,3072.02
1553,740,2024-04-03,1227.61
1554,689,2024-11-04,4608.91
1555,289,2024-04-08,1197.29
1556,574,2024-09-12,2691.17
1557,351,2024-04-03,1990.02
1558,666,2025-01-07,2264.36
1559,215,2024-12-20,4528.38
1560,147,2024-09-03,1791.74
1561,158,2024-04-14,4617.32
1562,242,2024-11-05,2547.86
1563,97,2024-08-28,1174.62
1564,824,2024-09-09,1794.8
1565,955,2025-02-02,2243.05
1566,467,2025-02-28,1913.33
1567,161,2024-11-16,4673.46
1568,353,2024-04-03,1061.03
1569,714,2024-04-30,3906.18
1570,783,2024-09-24,3466.34
1571,998,2024-05-05,2308.59
1572,64,2024-03-06,573.53
1573,39,2024-09-01,2492.4
1574,190,2024-03-24,3795.07
1575,824,2024-04-18,1748.91
1576,748,2024-04-04,2014.06
1577,22,2024-07-25,3941.57
1578,620,2024-11-21,3563.19
1579,760,2024-10-31,3391.8
1580,695,2024-03-15,4839.39
1581,120,2024-10-20,3453.53
1582,177,2024-04-01,1174.88
1583,975,2024-06-11,3682.53
1584,75,2024-07-09,644.23
1585,183,2025-02-20,4593.62
1586,374,2024-06-02,2012.39
1587,935,2024-11-06,4227.76
1588,181,2024-11-20,4901.95
1589,184,2025-01-24,4656.57
1590,964,2024-10-01,4406.08
1591,32,2025-02-08,3067.53
1592,444,2024-08-01,462.69
1593,517,2024-12-26,866.18
1594,98,2024-11-05,2205.45
1595,94,2024-11-04,3608.56
1596,302,2024-04-10,3895.27
1597,130,2024-06-07,1524.77
1598,103,2024-09-25,3222.16
1599,373,2024-05-24,841.69
1600,175,2024-06-07,2954.29
1601,166,2024-03-04,484.18
1602,449,2024-07-07,4349.24
1603,678,2024-12-24,1024.35
1604,609,2024-11-27,4748.11
1605,584,2024-03-20,180.8
1606,460,2024-09-04,1804.2
1607,495,2024-05-26,2787.02
1608,494,2024-10-30,662.48
1609,340,2024-12-13,1252.24
1610,731,2024-08-09,4414.45
1611,6,2025-01-02,3458.58
1612,636,2024-07-03,574.58
1613,598,2024-06-11,4359.36
1614,370,2024-09-22,4610.2
1615,502,2025-01-08,1446.94
1616,948,2024-11-29,4766.74
1617,698,2024-05-23,2810.32
1618,841,2024-10-23,4883.3
1619,380,2024-09-02,3263.47
1620,579,2024-06-15,4901.3
1621,204,2024-10-27,544.13
1622,954,2024-10-23,4066.59
1623,428,2024-08-25,1366.82
1624,494,2024-05-21,965.94
1625,484,2024-06-09,4792.24
1626,84,2024-03-26,3349.96
1627,905,2024-03-27,4920.16
1628,719,2024-05-29,4016.33
1629,323,2024-12-02,4805.77
1630,268,2025-02-10,4906.52
1631,306,2024-09-14,1415.65
1632,285,2024-12-22,2588.7
1633,978,2024-08-26,4369.33
1634,238,2024-11-09,2445.85
1635,737,2024-08-23,4715.92
1636,703,2024-09-20,4803.5
1637,910,2024-04-22,4258.58
1638,267,2024-10-19,4029.97
1639,597,2024-10-06,578.42
1640,404,2024-08-06,3319.92
1641,979,2024-11-27,2048.57
1642,857,2025-02-23,2311.4
1643,162,2024-04-13,1865.51
1644,477,2024-07-23,3756.56
1645,423,2024-03-27,2732.19
1646,599,2024-03-14,4259.36
1647,373,2025-01-25,1307.14
1648,322,2025-02-28,4046.06
1649,683,2024-04-03,1196.48
1650,554,2024-11-15,1406.78
1651,45,2024-08-26,4989.17
1652,167,2025-01-20,767.19
1653,50,2024-06-16,3348.42
1654,687,2024-11-14,3549.14
1655,339,2024-07-09,1143.5
1656,531,2024-04-20,4077.28
1657,303,2024-04-10,2604.26
1658,510,2025-01-07,2679.77
1659,174,2024-07-31,3760.25
1660,135,2024-11-16,2788.93
1661,287,2025-02-22,2741.61
1662,801,2024-11-07,4866.41
1663,528,2024-06-27,1638.01
1664,941,2024-05-23,3265.19
1665,995,2024-12-17,3780.41
1666,223,2024-09-30,3415.66
1667,605,2024-07-04,1144.24
1668,702,2024-12-07,2378.62
1669,343,2024-08-06,1437.01
1670,790,2024-07-08,3700.93
1671,111,2024-11-19,2670.72
1672,16,2024-12-30,3098.09
1673,683,2024-05-07,1751.11
1674,969,2024-11-06,1982.96
1675,896,2024-08-18,1906.85
1676,949,2024-08-26,3963.79
1677,411,2024-10-06,4155.37
1678,475,2025-01-24,4411.49
1679,234,2024-04-26,4463.07
1680,412,2024-04-26,2958.52
1681,763,2024-07-16,3654.98
1682,355,2024-06-16,904.83
1683,713,2024-08-30,4457.46
1684,968,2024-12-24,3582.12
1685,991,2024-09-04,796.5
1686,587,2024-07-04,2772.37
1687,600,2024-05-17,2630.3
1688,584,2024-09-06,2540.02
1689,875,2024-04-06,2555.71
1690,446,2024-12-27,3721.46
1691,908,2024-03-06,1837.39
1692,708,2024-10-04,3756.61
1693,289,2024-09-21,3461.65
1694,7,2025-02-12,4710.07
1695,336,2024-11-26,1657.68
1696,602,2025-01-17,3723.3
1697,857,2024-12-08,1117.04
1698,836,2024-08-15,3753.15
1699,213,2024-09-21,3578.3
1700,110,2024-10-02,4987.92
1701,912,2024-08-28,850.02
1702,489,2024-09-20,2050.13
1703,23,2024-07-09,406.8
1704,253,2024-11-05,1389.03
1705,496,2024-08-30,3953.37
1706,79,2025-01-06,2630.6
1707,790,2024-05-06,2272.38
1708,5,2024-09-28,1317.75
1709,711,2024-03-26,4929.94
1710,261,2024-11-27,3195.98
1711,995,2024-03-24,4582.11
1712,762,2024-12-17,3068.29
1713,413,2024-03-27,3494.55
1714,473,2025-01-03,3910.56
1715,619,2024-07-06,604.25
1716,812,2024-03-26,3739.61
1717,810,2024-11-10,3060.32
1718,358,2024-04-15,4050.6
1719,606,2024-03-27,3540.22
